isbn,kategorija,naziv_proizvoda,izdavaè,proizvod_url,slika_url,cena sa pdv,proizvod na akciji,dostupnost_proizvoda,troškovi_isporuke,napomena
9.79E+12,knjige,virusi pripremi se i ne boj se,data status,https://www.datastatus.rs/proizvod/80142/virusi,https://www.datastatus.rs/images/product/medium/9788674787243.jpg,"639,20",1,1,besplatna_isporuka_do_15.januara_2021.,popust_20%
